EXEC_FULLNAME,CFOANN,CONAME,CEOANN,SALARY,BONUS,OTHCOMP,TOTAL_CURR,TDC1,SAL_PCT,TDC1_PCT,GVKEY,YEAR,GENDER,PAGE,TICKER,SPINDEX,Income Stability Ratio
Ruth M. Porat,CFO,ALPHABET INC,,650,0,17.77,650,50885.683,0,7562.906,160329,2020,FEMALE,65,GOOGL,5020,100
Sundar Pichai,,ALPHABET INC,CEO,2000,0,5410.162,2000,7410.162,207.692,-97.359,160329,2020,MALE,50,GOOGL,5020,100
J. Kent Walker,,ALPHABET INC,,650,0,9.75,650,50877.663,,,160329,2020,MALE,62,GOOGL,5020,100
Prabhakar Raghavan,,ALPHABET INC,,650,0,9.75,650,55245.61,,,160329,2020,MALE,62,GOOGL,5020,100
Philipp Schindler,,ALPHABET INC,,650,0,226.816,650,66378.5,,,160329,2020,MALE,51,GOOGL,5020,100
Ruth M. Porat,CFO,ALPHABET INC,,650,0,17.411,650,14662.476,0,-71.185,160329,2021,FEMALE,65,GOOGL,5020,100
Sundar Pichai,,ALPHABET INC,CEO,2000,0,4322.599,2000,6322.599,0,-14.677,160329,2021,MALE,50,GOOGL,5020,100
J. Kent Walker,,ALPHABET INC,,650,0,12.697,650,14657.762,0,-71.19,160329,2021,MALE,62,GOOGL,5020,100
Prabhakar Raghavan,,ALPHABET INC,,650,0,13.643,650,28648.008,0,-48.144,160329,2021,MALE,62,GOOGL,5020,100
Philipp Schindler,,ALPHABET INC,,650,0,27.617,650,28661.982,0,-56.82,160329,2021,MALE,51,GOOGL,5020,100
Ruth M. Porat,CFO,ALPHABET INC,,1000,0,15.046,1000,24453.769,53.846,66.778,160329,2022,FEMALE,65,GOOGL,5020,100
Sundar Pichai,,ALPHABET INC,CEO,2000,0,5947.461,2000,225985.145,0,3474.244,160329,2022,MALE,50,GOOGL,5020,100
J. Kent Walker,,ALPHABET INC,,1000,0,12.541,1000,24451.264,53.846,66.814,160329,2022,MALE,62,GOOGL,5020,100
Prabhakar Raghavan,,ALPHABET INC,,1000,0,10.328,1000,37080.824,53.846,29.436,160329,2022,MALE,62,GOOGL,5020,100
Philipp Schindler,,ALPHABET INC,,1000,0,10.813,1000,37081.309,53.846,29.375,160329,2022,MALE,51,GOOGL,5020,100
David A. Ebersman,CFO,META PLATFORMS INC,,295.833,170.508,0,466.341,18761.293,,,170617,2011,MALE,54,META,5020,63.43705572
Mark Elliot Zuckerberg,,META PLATFORMS INC,CEO,483.333,445.5,783.529,928.833,1712.362,,,170617,2011,MALE,39,META,5020,52.03658785
Michael T. Schroepfer,,META PLATFORMS INC,,270.833,140.344,0,411.177,24804.472,,,170617,2011,MALE,48,META,5020,65.86774066
Theodore W. Ullyot,,META PLATFORMS INC,,270.833,602.5,110.644,873.333,7082.294,,,170617,2011,MALE,56,META,5020,31.01142405
Sheryl Kara Sandberg,,META PLATFORMS INC,,295.833,170.508,0,466.341,30957.954,,,170617,2011,FEMALE,54,META,5020,63.43705572
David A. Ebersman,CFO,META PLATFORMS INC,,321.128,186.537,0,507.665,17543.861,8.55,-6.489,170617,2012,MALE,54,META,5020,63.25588725
David B. Fischer,,META PLATFORMS INC,,228.885,3,0,231.885,12013.232,,,170617,2012,MALE,51,META,5020,98.70625526
Mark Elliot Zuckerberg,,META PLATFORMS INC,CEO,503.205,266.101,1221.408,769.306,1990.714,4.111,16.255,170617,2012,MALE,39,META,5020,65.41025288
Michael T. Schroepfer,,META PLATFORMS INC,,293.039,194.427,0,487.466,20725.928,8.199,-16.443,170617,2012,MALE,48,META,5020,60.11475672
Sheryl Kara Sandberg,,META PLATFORMS INC,,321.128,276.73,0,597.858,26216.173,8.55,-15.317,170617,2012,FEMALE,54,META,5020,53.71308906
David A. Ebersman,CFO,META PLATFORMS INC,,384.423,603.967,1.282,988.39,10463.91,19.71,-40.356,170617,2013,MALE,54,META,5020,38.89385769
David B. Fischer,,META PLATFORMS INC,,284.423,7.111,0,291.534,8009.343,24.265,-33.329,170617,2013,MALE,51,META,5020,97.56083338
Mark Elliot Zuckerberg,,META PLATFORMS INC,CEO,0.001,0,3300.452,0.001,3300.453,-100,65.792,170617,2013,MALE,39,META,5020,100
Michael T. Schroepfer,,META PLATFORMS INC,,352.06,358.764,4.683,710.824,12558.283,20.141,-39.408,170617,2013,MALE,48,META,5020,49.52843461
Sheryl Kara Sandberg,,META PLATFORMS INC,,384.423,603.967,0,988.39,16147.148,19.71,-38.408,170617,2013,FEMALE,54,META,5020,38.89385769
David A. Ebersman,,META PLATFORMS INC,,511.863,224.748,8.75,736.611,9565.299,33.151,-8.588,170617,2014,MALE,54,META,5020,69.48891613
Mark Elliot Zuckerberg,,META PLATFORMS INC,CEO,0.001,0,6213.106,0.001,6213.107,0,88.25,170617,2014,MALE,39,META,5020,100
Michael T. Schroepfer,,META PLATFORMS INC,,535.577,979.021,9.164,1514.598,12548.512,52.127,-0.078,170617,2014,MALE,48,META,5020,35.36100008
Sheryl Kara Sandberg,,META PLATFORMS INC,,592.885,624.204,0,1217.089,15549.402,54.227,-3.702,170617,2014,FEMALE,54,META,5020,48.71336443
David M. Wehner,CFO,META PLATFORMS INC,,418.051,535.077,9.905,953.128,11987.783,,,170617,2014,MALE,54,META,5020,43.86095047
Jan Koum,,META PLATFORMS INC,,0.001,0,0,0.001,0.001,,,170617,2014,MALE,47,META,5020,100
Christopher K. Cox,,META PLATFORMS INC,,533.654,898.991,12.75,1432.645,12470.145,,,170617,2014,MALE,40,META,5020,37.24956287
Mark Elliot Zuckerberg,,META PLATFORMS INC,CEO,0.001,0,5037.84,0.001,5037.841,0,-18.916,170617,2015,MALE,39,META,5020,100
Michael T. Schroepfer,,META PLATFORMS INC,,639.423,943.36,9.14,1582.783,11902.628,19.39,-5.147,170617,2015,MALE,48,META,5020,40.39865225
Sheryl Kara Sandberg,,META PLATFORMS INC,,715.385,1265.193,1252.724,1980.578,18698.969,20.662,20.255,170617,2015,FEMALE,54,META,5020,36.12001143
David M. Wehner,CFO,META PLATFORMS INC,,665.385,653.365,9,1318.75,16793.417,59.164,40.088,170617,2015,MALE,54,META,5020,50.4557346
Christopher K. Cox,,META PLATFORMS INC,,639.423,894.141,9.5,1533.564,11853.769,19.82,-4.943,170617,2015,MALE,40,META,5020,41.69522759
Michael T. Schroepfer,,META PLATFORMS INC,,658.846,859.356,9.377,1518.202,16459.175,3.038,38.282,170617,2016,MALE,48,META,5020,43.39646503
Sheryl Kara Sandberg,,META PLATFORMS INC,,738.077,1293.635,2609.319,2031.712,24549.457,3.172,31.288,170617,2016,FEMALE,54,META,5020,36.32783584
David M. Wehner,CFO,META PLATFORMS INC,,662.692,940.421,9.566,1603.113,16544.275,-0.405,-1.484,170617,2016,MALE,54,META,5020,41.3378221
Christopher K. Cox,,META PLATFORMS INC,,658.846,933.209,9.538,1592.055,16533.189,3.038,39.476,170617,2016,MALE,40,META,5020,41.38336929
Mark Elliot Zuckerberg,,META PLATFORMS INC,CEO,0.001,0,9101.965,0.001,9101.966,,,170617,2017,MALE,39,META,5020,100
Michael T. Schroepfer,,META PLATFORMS INC,,711.539,633.317,9,1344.856,22426.287,7.998,36.254,170617,2017,MALE,48,META,5020,52.9081924
Sheryl Kara Sandberg,,META PLATFORMS INC,,795.769,640.378,2687.643,1436.147,25196.221,7.817,2.635,170617,2017,FEMALE,54,META,5020,55.40999633
David M. Wehner,CFO,META PLATFORMS INC,,711.539,633.317,9,1344.856,22426.287,7.371,35.553,170617,2017,MALE,54,META,5020,52.9081924
Christopher K. Cox,,META PLATFORMS INC,,711.539,567.404,9,1278.943,22360.374,7.998,35.245,170617,2017,MALE,40,META,5020,55.63492665
Mark Elliot Zuckerberg,,META PLATFORMS INC,CEO,0.001,0,22554.542,0.001,22554.543,0,147.799,170617,2018,MALE,39,META,5020,100
Michael T. Schroepfer,,META PLATFORMS INC,,753.846,570.744,9.25,1324.59,19757.363,5.946,-11.901,170617,2018,MALE,48,META,5020,56.91164813
Sheryl Kara Sandberg,,META PLATFORMS INC,,843.077,638.31,3823.508,1481.387,23728.418,5.945,-5.825,170617,2018,FEMALE,54,META,5020,56.91132702
David M. Wehner,CFO,META PLATFORMS INC,,753.846,499.494,9.25,1253.34,19686.113,5.946,-12.219,170617,2018,MALE,54,META,5020,60.1469673
Christopher K. Cox,,META PLATFORMS INC,,753.846,499.494,9.25,1253.34,19686.113,5.946,-11.96,170617,2018,MALE,40,META,5020,60.1469673
Mark Elliot Zuckerberg,,META PLATFORMS INC,CEO,0.001,0,23415.972,0.001,23415.973,0,3.819,170617,2019,MALE,39,META,5020,100
Michael T. Schroepfer,,META PLATFORMS INC,,785.385,1295.885,52.784,2081.27,21812.977,4.184,10.404,170617,2019,MALE,48,META,5020,37.73585359
Sheryl Kara Sandberg,,META PLATFORMS INC,,875.385,902.74,5687.099,1778.125,27144.147,3.832,14.395,170617,2019,FEMALE,54,META,5020,49.23079086
David M. Wehner,CFO,META PLATFORMS INC,,785.385,809.928,59.8,1595.313,21334.036,4.184,8.371,170617,2019,MALE,54,META,5020,49.23077791
Christopher K. Cox,,META PLATFORMS INC,,408.981,0,9.5,408.981,,-45.747,,170617,2019,MALE,40,META,5020,100
Jennifer G. Newstead,,META PLATFORMS INC,,353.077,2291.288,183.162,2644.365,19136.745,,,170617,2019,FEMALE,53,META,5020,13.35205238
Mark Elliot Zuckerberg,,META PLATFORMS INC,CEO,0.001,0,25288.264,0.001,25288.265,0,7.996,170617,2020,MALE,39,META,5020,100
Michael T. Schroepfer,,META PLATFORMS INC,,823.846,849.592,9.75,1673.438,16053.375,4.897,-26.404,170617,2020,MALE,48,META,5020,49.23074533
Sheryl Kara Sandberg,,META PLATFORMS INC,,918.077,946.767,8518.973,1864.844,24754.004,4.877,-8.805,170617,2020,FEMALE,54,META,5020,49.23076676
David M. Wehner,CFO,META PLATFORMS INC,,823.846,849.592,97.612,1673.438,16141.237,4.897,-24.34,170617,2020,MALE,54,META,5020,49.23074533
Christopher K. Cox,,META PLATFORMS INC,,421.385,691.334,570.679,1112.719,69682.654,3.033,,170617,2020,MALE,40,META,5020,37.86984854
Mark Elliot Zuckerberg,,META PLATFORMS INC,CEO,0.001,0,26823.06,0.001,26823.061,0,6.069,170617,2021,MALE,39,META,5020,100
Sheryl Kara Sandberg,,META PLATFORMS INC,,954.615,849.447,11274.937,1804.062,35248.901,3.98,42.397,170617,2021,FEMALE,54,META,5020,52.9147557
David M. Wehner,CFO,META PLATFORMS INC,,855.385,1083.678,243.537,1939.063,24352.502,3.828,50.871,170617,2021,MALE,54,META,5020,44.11331659
Christopher K. Cox,,META PLATFORMS INC,,855.385,4841.803,1209.604,5697.188,29076.694,102.994,-58.273,170617,2021,MALE,40,META,5020,15.01416137
Marne L. Levine,,META PLATFORMS INC,,729.808,643.294,76.253,1373.102,26390.568,,,170617,2021,FEMALE,52,META,5020,53.15031221
Mark Elliot Zuckerberg,,META PLATFORMS INC,CEO,0.001,0,27110.417,0.001,27110.418,0,1.071,170617,2022,MALE,39,META,5020,100
Sheryl Kara Sandberg,,META PLATFORMS INC,,819.406,298.385,13562.956,1117.791,14680.747,-14.164,-58.351,170617,2022,FEMALE,54,META,5020,73.30583266
David M. Wehner,CFO,META PLATFORMS INC,,893.846,712.284,13.5,1606.13,1619.63,4.496,-93.349,170617,2022,MALE,54,META,5020,55.65215767
Christopher K. Cox,,META PLATFORMS INC,,893.846,940.214,2246.793,1834.06,4080.853,4.496,-85.965,170617,2022,MALE,40,META,5020,48.73591922
Susan J. S. Li,,META PLATFORMS INC,,722.338,575.613,28.698,1297.951,1326.649,,,170617,2022,FEMALE,36,META,5020,55.65217793
Andrew Bosworth,,META PLATFORMS INC,,896.738,714.588,140.101,1611.326,1751.427,,,170617,2022,MALE,41,META,5020,55.65217715
Javier Olivan,,META PLATFORMS INC,,987.046,786.552,983.115,1773.598,2756.713,,,170617,2022,MALE,46,META,5020,55.65218274
Jeffrey Brian Straubel,,TESLA INC,,192.922,0,0,192.922,733.754,,,184996,2009,MALE,47,TSLA,2510,100
Jonathan Sobel,,TESLA INC,,88.558,0,0,88.558,524.918,,,184996,2009,MALE,59,TSLA,2510,100
Michael F. Donoughe,,TESLA INC,,325,0,0,325,395.332,,,184996,2009,MALE,64,TSLA,2510,100
John Walker,,TESLA INC,,106.65,0,14.9,106.65,394.275,,,184996,2009,MALE,60,TSLA,2510,100
Deepak Prabhu Ahuja,CFO,TESLA INC,,287.2,0,156.344,287.2,668.722,,,184996,2009,MALE,60,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,33.28,0,206.245,33.28,24132.808,,,184996,2009,MALE,51,TSLA,2510,100
Jeffrey Brian Straubel,,TESLA INC,,220.055,1,0,221.055,1464.553,14.064,99.597,184996,2010,MALE,47,TSLA,2510,99.54762389
George Blankenship,,TESLA INC,,160.417,100,0,260.417,2340.479,,,184996,2010,MALE,70,TSLA,2510,61.60004915
"Eric S. Whitaker, Esq.",,TESLA INC,,53.462,0,0,53.462,3216.762,,,184996,2010,MALE,56,TSLA,2510,100
Deepak Prabhu Ahuja,CFO,TESLA INC,,310.417,0,6.41,310.417,1003.636,8.084,50.083,184996,2010,MALE,60,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,33.28,0,0,33.28,33.28,0,-99.862,184996,2010,MALE,51,TSLA,2510,100
Jeffrey Brian Straubel,,TESLA INC,,240,11,0,251,1169.531,9.064,-20.144,184996,2011,MALE,47,TSLA,2510,95.61752988
Gilbert Passin,,TESLA INC,,260,0,0,260,620.152,,,184996,2011,MALE,62,TSLA,2510,100
George Blankenship,,TESLA INC,,325,0,10.285,325,925.605,102.597,-60.452,184996,2011,MALE,70,TSLA,2510,100
Deepak Prabhu Ahuja,CFO,TESLA INC,,325,0,0,325,869.464,4.698,-13.369,184996,2011,MALE,60,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,33.28,0,0,33.28,33.28,0,0,184996,2011,MALE,51,TSLA,2510,100
Jeffrey Brian Straubel,,TESLA INC,,249.6,4.5,0,254.1,1210.4,4,3.494,184996,2012,MALE,47,TSLA,2510,98.22904368
Gilbert Passin,,TESLA INC,,270.4,0,0,270.4,833.857,4,34.46,184996,2012,MALE,62,TSLA,2510,100
George Blankenship,,TESLA INC,,344.5,0,27.166,344.5,1233.282,6,33.241,184996,2012,MALE,70,TSLA,2510,100
Deepak Prabhu Ahuja,CFO,TESLA INC,,338,0,0,338,901.457,4,3.68,184996,2012,MALE,60,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,33.28,6,0,39.28,78150.01,0,234725.751,184996,2012,MALE,51,TSLA,2510,84.72505092
Jeffrey Brian Straubel,,TESLA INC,,249.6,10.5,0.001,260.1,467.605,0,-61.368,184996,2013,MALE,47,TSLA,2510,95.96309112
Gilbert Passin,,TESLA INC,,270.4,0,0,270.4,270.4,0,-67.572,184996,2013,MALE,62,TSLA,2510,100
George Blankenship,,TESLA INC,,333.361,0,0,333.361,425.641,-3.233,-65.487,184996,2013,MALE,70,TSLA,2510,100
Jerome Guillen,,TESLA INC,,263.893,0,0,263.893,263.893,,,184996,2013,MALE,50,TSLA,2510,100
Gregory Reichow,,TESLA INC,,225,0,0,225,225,,,184996,2013,MALE,53,TSLA,2510,100
Deepak Prabhu Ahuja,CFO,TESLA INC,,338,0,0,338,338,0,-62.505,184996,2013,MALE,60,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,33.28,0,0,33.28,69.989,0,-99.91,184996,2013,MALE,51,TSLA,2510,100
Jeffrey Brian Straubel,,TESLA INC,,249.6,0,0,249.6,17131.043,0,3563.571,184996,2014,MALE,47,TSLA,2510,100
Jerome Guillen,,TESLA INC,,275,0,0,275,4487.197,4.209,1600.385,184996,2014,MALE,50,TSLA,2510,100
Gregory Reichow,,TESLA INC,,272.915,0,0,272.915,5250.966,21.296,2233.763,184996,2014,MALE,53,TSLA,2510,100
Deepak Prabhu Ahuja,CFO,TESLA INC,,338,0,0,338,3784.343,0,1019.628,184996,2014,MALE,60,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,35.36,0,0,35.36,35.36,6.25,-49.478,184996,2014,MALE,51,TSLA,2510,100
Jeffrey Brian Straubel,,TESLA INC,,250.56,0,0,250.56,250.56,0.385,-98.537,184996,2015,MALE,47,TSLA,2510,100
John Douglas Field,,TESLA INC,,306.923,0,0,306.923,3115.707,,,184996,2015,MALE,57,TSLA,2510,100
Jason S. Wheeler,CFO,TESLA INC,,46.154,0,0,46.154,20898.296,,,184996,2015,MALE,49,TSLA,2510,100
Gregory Reichow,,TESLA INC,,276.058,0,0,276.058,1144.845,1.152,-78.197,184996,2015,MALE,53,TSLA,2510,100
Deepak Prabhu Ahuja,,TESLA INC,,339.3,0,0,339.3,339.3,0.385,-91.034,184996,2015,MALE,60,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,37.584,0,0,37.584,37.584,6.29,6.29,184996,2015,MALE,51,TSLA,2510,100
Jeffrey Brian Straubel,,TESLA INC,,250.56,0,0,250.56,7927.583,0,3063.946,184996,2016,MALE,47,TSLA,2510,100
Jonathan McNeill,,TESLA INC,,501.923,0,0,501.923,6464.51,,,184996,2016,MALE,55,TSLA,2510,100
John Douglas Field,,TESLA INC,,301.153,0,0,301.153,2420.475,-1.88,-22.314,184996,2016,MALE,57,TSLA,2510,100
Jason S. Wheeler,CFO,TESLA INC,,501.931,0,0,501.931,501.931,987.514,-97.598,184996,2016,MALE,49,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,45.936,0,0,45.936,45.936,22.222,22.222,184996,2016,MALE,51,TSLA,2510,100
Jeffrey Brian Straubel,,TESLA INC,,249.6,0,0,249.6,249.6,-0.383,-96.851,184996,2017,MALE,47,TSLA,2510,100
Jonathan McNeill,,TESLA INC,,500,0,136.636,500,2435.717,-0.383,-62.322,184996,2017,MALE,55,TSLA,2510,100
John Douglas Field,,TESLA INC,,300,0,0,300,9151.618,-0.383,278.092,184996,2017,MALE,57,TSLA,2510,100
Jason S. Wheeler,,TESLA INC,,174.041,0,0,174.041,174.041,-65.326,-65.326,184996,2017,MALE,49,TSLA,2510,100
Deepak Prabhu Ahuja,CFO,TESLA INC,,428.846,0,0,428.846,15498.009,,,184996,2017,MALE,60,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,49.92,0,0,49.92,49.92,8.673,8.673,184996,2017,MALE,51,TSLA,2510,100
Jeffrey Brian Straubel,,TESLA INC,,250.56,0,0,250.56,11667.42,0.385,4574.447,184996,2018,MALE,47,TSLA,2510,100
Jerome Guillen,,TESLA INC,,301.154,0,0,301.154,17752.051,,,184996,2018,MALE,50,TSLA,2510,100
Deepak Prabhu Ahuja,CFO,TESLA INC,,501.923,0,0,501.923,6210.353,17.04,-59.928,184996,2018,MALE,60,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,56.38,0,0,56.38,56.38,12.941,12.941,184996,2018,MALE,51,TSLA,2510,100
Jerome Guillen,,TESLA INC,,301.154,0,0,301.154,8266.212,0,-53.435,184996,2019,MALE,50,TSLA,2510,100
Zachary John Planell Kirkhorn,CFO,TESLA INC,,276.058,0,0,276.058,21243.957,,,184996,2019,MALE,38,TSLA,2510,100
Deepak Prabhu Ahuja,,TESLA INC,,176.87,0,0,176.87,176.87,-64.762,-97.152,184996,2019,MALE,60,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,23.76,0,0,23.76,23.76,-57.857,-57.857,184996,2019,MALE,51,TSLA,2510,100
Andrew D. Baglino,,TESLA INC,,301.154,0,0,301.154,5080.234,,,184996,2019,MALE,42,TSLA,2510,100
Jerome Guillen,,TESLA INC,,283.269,0,0,283.269,46544.623,-5.939,463.071,184996,2020,MALE,50,TSLA,2510,100
Zachary John Planell Kirkhorn,CFO,TESLA INC,,269.663,0,31.099,269.663,46562.116,-2.317,119.178,184996,2020,MALE,38,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,0,0,0,0,0,-100,-100,184996,2020,MALE,51,TSLA,2510,#DIV/0!
Andrew D. Baglino,,TESLA INC,,283.269,0,0,283.269,46544.623,-5.939,816.191,184996,2020,MALE,42,TSLA,2510,100
Jerome Guillen,,TESLA INC,,161.538,0,0,161.538,161.538,-42.974,-99.653,184996,2021,MALE,50,TSLA,2510,100
Zachary John Planell Kirkhorn,CFO,TESLA INC,,301.154,0,0,301.154,301.154,11.678,-99.353,184996,2021,MALE,38,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,0,0,0,0,0,0,0,184996,2021,MALE,51,TSLA,2510,#DIV/0!
Andrew D. Baglino,,TESLA INC,,301.154,0,0,301.154,301.154,6.314,-99.353,184996,2021,MALE,42,TSLA,2510,100
Zachary John Planell Kirkhorn,CFO,TESLA INC,,300,0,3,300,303,-0.383,0.613,184996,2022,MALE,38,TSLA,2510,100
Elon R. Musk,,TESLA INC,CEO,0,0,0,0,0,0,0,184996,2022,MALE,51,TSLA,2510,#DIV/0!
Andrew D. Baglino,,TESLA INC,,300,0,3,300,303,-0.383,0.613,184996,2022,MALE,42,TSLA,2510,100
